x-axis,1
second,Volt
+1.341400E+00,+6.842E-03
+1.343300E+00,+6.842E-03
+1.345200E+00,+6.842E-03
+1.347100E+00,+6.842E-03
+1.349000E+00,+7.043E-03
+1.350900E+00,+6.842E-03
+1.352800E+00,+6.842E-03
+1.354700E+00,+6.842E-03
+1.356600E+00,+7.043E-03
+1.358500E+00,+6.641E-03
+1.360400E+00,+6.842E-03
+1.362300E+00,+6.641E-03
+1.364200E+00,+6.842E-03
+1.366100E+00,+6.641E-03
+1.368000E+00,+7.043E-03
+1.369900E+00,+6.842E-03
+1.371800E+00,+6.641E-03
+1.373700E+00,+7.043E-03
+1.375600E+00,+6.842E-03
+1.377500E+00,+7.043E-03
+1.379400E+00,+6.842E-03
+1.381300E+00,+6.842E-03
+1.383200E+00,+7.043E-03
+1.385100E+00,+7.043E-03
+1.387000E+00,+6.842E-03
+1.388900E+00,+6.641E-03
+1.390800E+00,+6.641E-03
+1.392700E+00,+6.842E-03
+1.394600E+00,+6.641E-03
+1.396500E+00,+6.842E-03
+1.398400E+00,+6.842E-03
+1.400300E+00,+7.043E-03
+1.402200E+00,+6.842E-03
+1.404100E+00,+7.043E-03
+1.406000E+00,+6.842E-03
+1.407900E+00,+6.842E-03
+1.409800E+00,+6.842E-03
+1.411700E+00,+6.842E-03
+1.413600E+00,+6.842E-03
+1.415500E+00,+6.842E-03
+1.417400E+00,+6.842E-03
+1.419300E+00,+6.842E-03
+1.421200E+00,+6.842E-03
+1.423100E+00,+7.043E-03
+1.425000E+00,+6.842E-03
+1.426900E+00,+6.842E-03
+1.428800E+00,+7.043E-03
+1.430700E+00,+6.842E-03
+1.432600E+00,+6.641E-03
+1.434500E+00,+6.641E-03
+1.436400E+00,+6.842E-03
+1.438300E+00,+6.842E-03
+1.440200E+00,+6.842E-03
+1.442100E+00,+7.043E-03
+1.444000E+00,+7.043E-03
+1.445900E+00,+7.043E-03
+1.447800E+00,+7.043E-03
+1.449700E+00,+6.842E-03
+1.451600E+00,+7.244E-03
+1.453500E+00,+6.641E-03
+1.455400E+00,+7.043E-03
+1.457300E+00,+7.043E-03
+1.459200E+00,+7.043E-03
+1.461100E+00,+6.842E-03
+1.463000E+00,+7.043E-03
+1.464900E+00,+6.842E-03
+1.466800E+00,+7.043E-03
+1.468700E+00,+7.043E-03
+1.470600E+00,+6.842E-03
+1.472500E+00,+7.043E-03
+1.474400E+00,+6.842E-03
+1.476300E+00,+6.842E-03
+1.478200E+00,+7.043E-03
+1.480100E+00,+6.842E-03
+1.482000E+00,+6.842E-03
+1.483900E+00,+7.043E-03
+1.485800E+00,+7.043E-03
+1.487700E+00,+7.244E-03
+1.489600E+00,+7.043E-03
+1.491500E+00,+7.043E-03
+1.493400E+00,+7.043E-03
+1.495300E+00,+7.043E-03
+1.497200E+00,+7.043E-03
+1.499100E+00,+7.043E-03
+1.501000E+00,+7.043E-03
+1.502900E+00,+7.244E-03
+1.504800E+00,+7.043E-03
+1.506700E+00,+7.043E-03
+1.508600E+00,+7.244E-03
+1.510500E+00,+7.043E-03
+1.512400E+00,+6.842E-03
+1.514300E+00,+7.043E-03
+1.516200E+00,+6.842E-03
+1.518100E+00,+7.244E-03
+1.520000E+00,+7.043E-03
+1.521900E+00,+7.043E-03
+1.523800E+00,+7.043E-03
+1.525700E+00,+7.043E-03
+1.527600E+00,+7.244E-03
+1.529500E+00,+7.445E-03
+1.531400E+00,+7.043E-03
+1.533300E+00,+6.842E-03
+1.535200E+00,+7.043E-03
+1.537100E+00,+6.641E-03
+1.539000E+00,+7.244E-03
+1.540900E+00,+7.043E-03
+1.542800E+00,+7.043E-03
+1.544700E+00,+6.842E-03
+1.546600E+00,+7.043E-03
+1.548500E+00,+6.842E-03
+1.550400E+00,+7.043E-03
+1.552300E+00,+6.842E-03
+1.554200E+00,+7.043E-03
+1.556100E+00,+7.244E-03
+1.558000E+00,+7.244E-03
+1.559900E+00,+7.043E-03
+1.561800E+00,+7.244E-03
+1.563700E+00,+7.043E-03
+1.565600E+00,+7.043E-03
+1.567500E+00,+7.244E-03
+1.569400E+00,+7.043E-03
+1.571300E+00,+7.244E-03
+1.573200E+00,+7.043E-03
+1.575100E+00,+7.244E-03
+1.577000E+00,+6.842E-03
+1.578900E+00,+6.842E-03
+1.580800E+00,+7.244E-03
+1.582700E+00,+7.043E-03
+1.584600E+00,+6.842E-03
+1.586500E+00,+7.244E-03
+1.588400E+00,+6.842E-03
+1.590300E+00,+6.842E-03
+1.592200E+00,+6.842E-03
+1.594100E+00,+6.842E-03
+1.596000E+00,+7.043E-03
+1.597900E+00,+6.641E-03
+1.599800E+00,+7.043E-03
+1.601700E+00,+7.244E-03
+1.603600E+00,+6.842E-03
+1.605500E+00,+7.043E-03
+1.607400E+00,+7.244E-03
+1.609300E+00,+7.043E-03
+1.611200E+00,+7.043E-03
+1.613100E+00,+7.043E-03
+1.615000E+00,+6.842E-03
+1.616900E+00,+6.842E-03
+1.618800E+00,+7.043E-03
+1.620700E+00,+7.043E-03
+1.622600E+00,+7.043E-03
+1.624500E+00,+7.043E-03
+1.626400E+00,+6.842E-03
+1.628300E+00,+7.043E-03
+1.630200E+00,+7.043E-03
+1.632100E+00,+7.244E-03
+1.634000E+00,+6.842E-03
+1.635900E+00,+6.842E-03
+1.637800E+00,+6.842E-03
+1.639700E+00,+7.244E-03
+1.641600E+00,+7.244E-03
+1.643500E+00,+7.043E-03
+1.645400E+00,+6.641E-03
+1.647300E+00,+7.244E-03
+1.649200E+00,+6.842E-03
+1.651100E+00,+7.043E-03
+1.653000E+00,+7.043E-03
+1.654900E+00,+6.842E-03
+1.656800E+00,+6.842E-03
+1.658700E+00,+6.842E-03
+1.660600E+00,+7.244E-03
+1.662500E+00,+7.043E-03
+1.664400E+00,+6.842E-03
+1.666300E+00,+7.244E-03
+1.668200E+00,+7.043E-03
+1.670100E+00,+7.043E-03
+1.672000E+00,+7.244E-03
+1.673900E+00,+6.842E-03
+1.675800E+00,+6.842E-03
+1.677700E+00,+6.842E-03
+1.679600E+00,+7.043E-03
+1.681500E+00,+7.043E-03
+1.683400E+00,+7.043E-03
+1.685300E+00,+7.043E-03
+1.687200E+00,+7.244E-03
+1.689100E+00,+7.043E-03
+1.691000E+00,+7.043E-03
+1.692900E+00,+7.043E-03
+1.694800E+00,+7.244E-03
+1.696700E+00,+6.842E-03
+1.698600E+00,+6.842E-03
+1.700500E+00,+7.043E-03
+1.702400E+00,+7.043E-03
+1.704300E+00,+7.043E-03
+1.706200E+00,+6.842E-03
+1.708100E+00,+7.043E-03
+1.710000E+00,+6.842E-03
+1.711900E+00,+6.842E-03
+1.713800E+00,+7.043E-03
+1.715700E+00,+6.842E-03
+1.717600E+00,+6.842E-03
+1.719500E+00,+7.043E-03
+1.721400E+00,+6.842E-03
+1.723300E+00,+7.043E-03
+1.725200E+00,+6.842E-03
+1.727100E+00,+7.043E-03
+1.729000E+00,+7.043E-03
+1.730900E+00,+7.244E-03
+1.732800E+00,+7.043E-03
+1.734700E+00,+6.842E-03
+1.736600E+00,+6.842E-03
+1.738500E+00,+7.043E-03
+1.740400E+00,+6.842E-03
+1.742300E+00,+7.043E-03
+1.744200E+00,+6.842E-03
+1.746100E+00,+6.641E-03
+1.748000E+00,+7.043E-03
+1.749900E+00,+7.043E-03
+1.751800E+00,+6.842E-03
+1.753700E+00,+6.842E-03
+1.755600E+00,+6.842E-03
+1.757500E+00,+7.043E-03
+1.759400E+00,+6.842E-03
+1.761300E+00,+6.842E-03
+1.763200E+00,+7.043E-03
+1.765100E+00,+7.043E-03
+1.767000E+00,+6.641E-03
+1.768900E+00,+7.043E-03
+1.770800E+00,+6.842E-03
+1.772700E+00,+6.842E-03
+1.774600E+00,+7.043E-03
+1.776500E+00,+6.842E-03
+1.778400E+00,+7.043E-03
+1.780300E+00,+7.043E-03
+1.782200E+00,+6.842E-03
+1.784100E+00,+7.043E-03
+1.786000E+00,+7.043E-03
+1.787900E+00,+7.043E-03
+1.789800E+00,+6.842E-03
+1.791700E+00,+6.641E-03
+1.793600E+00,+7.043E-03
+1.795500E+00,+6.641E-03
+1.797400E+00,+7.043E-03
+1.799300E+00,+7.043E-03
+1.801200E+00,+7.043E-03
+1.803100E+00,+6.842E-03
+1.805000E+00,+6.842E-03
+1.806900E+00,+6.842E-03
+1.808800E+00,+6.842E-03
+1.810700E+00,+6.842E-03
+1.812600E+00,+6.641E-03
+1.814500E+00,+6.842E-03
+1.816400E+00,+6.842E-03
+1.818300E+00,+6.842E-03
+1.820200E+00,+7.043E-03
+1.822100E+00,+6.842E-03
+1.824000E+00,+7.043E-03
+1.825900E+00,+7.043E-03
+1.827800E+00,+7.043E-03
+1.829700E+00,+6.641E-03
+1.831600E+00,+7.043E-03
+1.833500E+00,+6.842E-03
+1.835400E+00,+7.244E-03
+1.837300E+00,+6.842E-03
+1.839200E+00,+7.043E-03
+1.841100E+00,+7.043E-03
+1.843000E+00,+6.641E-03
+1.844900E+00,+7.043E-03
+1.846800E+00,+6.842E-03
+1.848700E+00,+7.043E-03
+1.850600E+00,+7.043E-03
+1.852500E+00,+6.842E-03
+1.854400E+00,+7.043E-03
+1.856300E+00,+6.641E-03
+1.858200E+00,+7.043E-03
+1.860100E+00,+6.842E-03
+1.862000E+00,+6.842E-03
+1.863900E+00,+7.043E-03
+1.865800E+00,+6.842E-03
+1.867700E+00,+7.043E-03
+1.869600E+00,+6.842E-03
+1.871500E+00,+6.842E-03
+1.873400E+00,+6.842E-03
+1.875300E+00,+6.641E-03
+1.877200E+00,+6.842E-03
+1.879100E+00,+6.641E-03
+1.881000E+00,+7.043E-03
+1.882900E+00,+6.641E-03
+1.884800E+00,+7.043E-03
+1.886700E+00,+7.244E-03
+1.888600E+00,+7.043E-03
+1.890500E+00,+6.842E-03
+1.892400E+00,+7.043E-03
+1.894300E+00,+6.842E-03
+1.896200E+00,+6.641E-03
+1.898100E+00,+6.842E-03
